Month,Com-ID,Display_ID,Owner,Local_authority_area,Postcode,Domain,Number_of_sessions,Power_drawn_kWh,Number_of_faults,Uptime,Display_category
24-Dec,60965,60965,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,,ChargePlace Scotland,5,177.07,0,100.00%,Public
24-Dec,60964,60964,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,,ChargePlace Scotland,3,26.67,0,100.00%,Public
24-Dec,60963,60963,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,,ChargePlace Scotland,9,174.41,0,100.00%,Public
24-Dec,60962,60962,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,,ChargePlace Scotland,9,345.06,0,100.00%,Public
24-Dec,61599,61599,"ChargePlace Scotland, Aberdeenshire Council",Aberdeenshire,AB12 4LX,ChargePlace Scotland,9,288.01,2,100.00%,Public
24-Dec,61598,61598,"ChargePlace Scotland, Aberdeenshire Council",Aberdeenshire,,ChargePlace Scotland,32,1334.06,1,100.00%,Public
24-Dec,WBECYC_28,62205,"ChargePlace Scotland, Midlothian Council",Midlothian,EH19 3PH,ChargePlace Scotland,9,200.76,0,100.00%,Public
24-Dec,61597,61597,"ChargePlace Scotland, Aberdeenshire Council",Aberdeenshire,AB12 4LX,ChargePlace Scotland,27,783.83,0,100.00%,Public
24-Dec,61942,61942,"ChargePlace Scotland, Aberdeen City Council",Aberdeen City,,ChargePlace Scotland,13,493.85,0,100.00%,Public
24-Dec,61941,61941,"ChargePlace Scotland, Aberdeen City Council",Aberdeen City,,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,FC18888,61316,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Dumfries and Galloway,DG16 5HF,ChargePlace Scotland,5,83.97,1,100.00%,Public
24-Dec,60819,60819,"Shetland Islands Council, ChargePlace Scotland",Shetland Islands,ZE2 9HH,ChargePlace Scotland,3,65.83,0,99.00%,Public
24-Dec,61691,61691,"Clackmannanshire Council, ChargePlace Scotland",Clackmannanshire,,ChargePlace Scotland,33,898.26,0,100.00%,Public
24-Dec,60919,60919,"ChargePlace Scotland, evpoint Services Ltd",Glasgow City,,ChargePlace Scotland,212,5178.3,2,93.40%,Public
24-Dec,60893,60893,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 0BS,ChargePlace Scotland,1,5.3,0,100.00%,Public
24-Dec,60892,60892,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,ML3 0BS,ChargePlace Scotland,0,0,1,100.00%,Public
24-Dec,62040,62040,"Falkirk Council, ChargePlace Scotland",Falkirk,FK2 7EN,ChargePlace Scotland,67,1815.89,0,95.70%,Public
24-Dec,62039,62039,"Falkirk Council, ChargePlace Scotland",Falkirk,FK2 7EN,ChargePlace Scotland,99,2518.32,0,96.60%,Public
24-Dec,62000,62000,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,22,618.89,0,100.00%,Public
24-Dec,60758,60758,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,,ChargePlace Scotland,11,145.87,0,100.00%,Public
24-Dec,61587,61587,"ChargePlace Scotland, Stirling Council",Stirling,,ChargePlace Scotland,18,404.7,0,100.00%,Private
24-Dec,53669,53669,"ChargePlace Scotland, Midlothian Council",Midlothian,EH20 9DR,ChargePlace Scotland,47,1041.86,0,100.00%,Public
24-Dec,53672,53672,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 4ST,ChargePlace Scotland,5,237.62,0,99.80%,Public
24-Dec,53671,53671,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 4ST,ChargePlace Scotland,41,798.28,0,99.90%,Public
24-Dec,53670,53670,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 4ST,ChargePlace Scotland,17,696.08,0,100.00%,Public
24-Dec,61732,61732,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,126,2930.25,2,95.90%,Public
24-Dec,61731,61731,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,131,2581.5,0,94.60%,Public
24-Dec,61736,61736,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,15,533.79,0,100.00%,Public
24-Dec,61735,61735,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,31,1001.35,0,100.00%,Public
24-Dec,61734,61734,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,24,698.24,0,100.00%,Public
24-Dec,61733,61733,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,32,769.21,3,99.80%,Public
24-Dec,61737,61737,"ChargePlace Scotland, South Lanarkshire Council",South Lanarkshire,G74 4EY,ChargePlace Scotland,5,185.71,0,100.00%,Public
24-Dec,61989,61989,"ChargePlace Scotland, North Ayrshire Council",North Ayrshire,,ChargePlace Scotland,49,1140.56,0,100.00%,Public
24-Dec,WBECYC_27,62221,"ChargePlace Scotland, Midlothian Council",Midlothian,,ChargePlace Scotland,79,2242.57,3,100.00%,Public
24-Dec,62038,62038,"North Lanarkshire Council, ChargePlace Scotland",North Lanarkshire,ML6 6EX,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62037,62037,"North Lanarkshire Council, ChargePlace Scotland",North Lanarkshire,ML6 6EX,ChargePlace Scotland,1,8.33,0,100.00%,Public
24-Dec,62211,62211,"Morvern Community Development Company Ltd, ChargePlace Scotland",Highland,,ChargePlace Scotland,0,0,1,100.00%,Public
24-Dec,62034,62034,"North Lanarkshire Council, ChargePlace Scotland",North Lanarkshire,ML6 6EX,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61051,61051,"ChargePlace Scotland, Almond Valley Heritage Trust",City of Edinburgh,EH54 7AR,ChargePlace Scotland,6,111.02,0,100.00%,Public
24-Dec,62033,62033,"North Lanarkshire Council, ChargePlace Scotland",North Lanarkshire,ML6 6EX,ChargePlace Scotland,6,134.11,0,100.00%,Public
24-Dec,61988,61988,"ChargePlace Scotland, Glasgow City Council",Glasgow City,,ChargePlace Scotland,51,1418.77,0,100.00%,Public
24-Dec,61089,61089,"ChargePlace Scotland, Argyll & Bute Council",Argyll and Bute,,ChargePlace Scotland,20,612.68,0,99.50%,Public
24-Dec,61601,61601,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,,ChargePlace Scotland,95,1967.14,0,95.30%,Public
24-Dec,WBECYC_26,62750,"ChargePlace Scotland, Midlothian Council",Midlothian,EH22 5JG,ChargePlace Scotland,45,1058.2,0,100.00%,Public
24-Dec,WBECYC_25,62740,"ChargePlace Scotland, Midlothian Council",Midlothian,EH19 2NU,ChargePlace Scotland,47,1050,0,100.00%,Public
24-Dec,WBECYC_24,62730,"ChargePlace Scotland, Midlothian Council",Midlothian,EH19 3HA,ChargePlace Scotland,93,1337.68,0,99.90%,Public
24-Dec,WBECYC_23,62720,"ChargePlace Scotland, Midlothian Council",Midlothian,EH26 8HW,ChargePlace Scotland,50,696.31,1,100.00%,Public
24-Dec,WBECYC_22,62710,"ChargePlace Scotland, Midlothian Council",Midlothian,EH26 8HW,ChargePlace Scotland,31,461.52,0,100.00%,Public
24-Dec,FC17874,61304,"ChargePlace Scotland, ScotRail Trains Limited, BP - ChargePlace Scotland",Inverness,IV2 2JB,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62203,62203,"ChargePlace Scotland, Rosemount Workspace",Glasgow City,G21 2QA,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,62202,62202,"ChargePlace Scotland, Rosemount Workspace",Glasgow City,G21 2QA,ChargePlace Scotland,4,85.52,0,100.00%,Public
24-Dec,62201,62201,"ChargePlace Scotland, Rosemount Workspace",Glasgow City,G21 2QA,ChargePlace Scotland,3,9.12,0,100.00%,Public
24-Dec,61986,61986,"ChargePlace Scotland, Ayrshire Roads Alliance",South Ayrshire,,ChargePlace Scotland,52,1980.91,0,99.00%,Public
24-Dec,61981,61981,"ChargePlace Scotland, Ayrshire Roads Alliance",East Ayrshire,KA26 9ES,ChargePlace Scotland,18,767.52,0,100.00%,Public
24-Dec,50341,50341,"ChargePlace Scotland, Aberdeen City Council",Aberdeen City,AB24 5HY,ChargePlace Scotland,9,139.47,0,100.00%,Public
24-Dec,61980,61980,"ChargePlace Scotland, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,12,294.36,0,100.00%,Public
24-Dec,61979,61979,"ChargePlace Scotland, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,16,344.68,0,100.00%,Public
24-Dec,61982,61982,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,70,2335.33,0,100.00%,Public
24-Dec,61985,61985,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,24,693.11,0,100.00%,Public
24-Dec,61984,61984,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,25,619.36,0,100.00%,Public
24-Dec,61983,61983,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,,ChargePlace Scotland,32,681.49,0,100.00%,Public
24-Dec,61971,61971,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG12 6NQ,ChargePlace Scotland,1,47.49,0,100.00%,Public
24-Dec,61972,61972,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG12 6NQ,ChargePlace Scotland,6,77.53,0,100.00%,Public
24-Dec,61973,61973,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG12 6NQ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61974,61974,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG12 6NQ,ChargePlace Scotland,4,147.82,0,100.00%,Public
24-Dec,61975,61975,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG12 6NQ,ChargePlace Scotland,1,9.78,0,100.00%,Public
24-Dec,61978,61978,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG7 3EE,ChargePlace Scotland,1,7.54,0,100.00%,Public
24-Dec,61977,61977,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG7 3EE,ChargePlace Scotland,9,151.47,0,100.00%,Public
24-Dec,61976,61976,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG7 3EE,ChargePlace Scotland,4,79.87,0,100.00%,Public
24-Dec,60886,60886,"ChargePlace Scotland, East Renfrewshire Council",East Renfrewshire,G76 8BH,ChargePlace Scotland,64,842.56,0,98.60%,Public
24-Dec,60378,60378,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,KW13 1UL,ChargePlace Scotland,13,335.46,0,99.80%,Public
24-Dec,61026,61026,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG9 7DQ,ChargePlace Scotland,16,311.75,0,100.00%,Public
24-Dec,61025,61025,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG9 7DQ,ChargePlace Scotland,5,163.23,0,100.00%,Public
24-Dec,61024,61024,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG9 7DQ,ChargePlace Scotland,10,193.96,0,100.00%,Public
24-Dec,61023,61023,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG9 7DQ,ChargePlace Scotland,16,419.95,0,100.00%,Public
24-Dec,61022,61022,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA18 1EF,ChargePlace Scotland,85,2057.47,0,100.00%,Public
24-Dec,61021,61021,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA18 1EF,ChargePlace Scotland,77,1884.46,0,100.00%,Public
24-Dec,60299,60299,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG1 4TG,ChargePlace Scotland,12,250.81,0,100.00%,Public
24-Dec,60298,60298,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG1 4TG,ChargePlace Scotland,13,287.9,0,100.00%,Public
24-Dec,60297,60297,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG1 4TG,ChargePlace Scotland,21,455.94,0,100.00%,Public
24-Dec,60296,60296,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG1 4TG,ChargePlace Scotland,6,154.96,0,100.00%,Public
24-Dec,60295,60295,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG11 1RG,ChargePlace Scotland,26,369.23,0,100.00%,Public
24-Dec,61232,61232,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 7EN,ChargePlace Scotland,169,4235.15,0,95.40%,Public
24-Dec,61230,61230,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 7EN,ChargePlace Scotland,60,1590.63,0,83.10%,Public
24-Dec,61229,61229,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 7EN,ChargePlace Scotland,52,1288.88,0,86.40%,Public
24-Dec,61020,61020,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG11 2BJ,ChargePlace Scotland,16,221.99,0,100.00%,Public
24-Dec,61563,61563,"ChargePlace Scotland, Aberdeenshire Council",Aberdeenshire,AB41 9AE,ChargePlace Scotland,42,884.19,0,100.00%,Public
24-Dec,60920,60920,"ChargePlace Scotland, Glasgow City Council",Glasgow City,,ChargePlace Scotland,43,1191.71,0,100.00%,Public
24-Dec,61234,61234,"Stirling Council, ChargePlace Scotland",Stirling Council,FK7 9NU,ChargePlace Scotland,16,691.95,0,100.00%,Public
24-Dec,61233,61233,"Stirling Council, ChargePlace Scotland",Stirling Council,FK7 9NU,ChargePlace Scotland,26,803.09,0,100.00%,Public
24-Dec,61227,61227,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 7EN,ChargePlace Scotland,7,85.76,0,100.00%,Public
24-Dec,61226,61226,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 7EN,ChargePlace Scotland,28,587.47,0,100.00%,Public
24-Dec,61225,61225,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 7EN,ChargePlace Scotland,24,645.24,0,100.00%,Public
24-Dec,61224,61224,"Falkirk Council, ChargePlace Scotland",Falkirk,FK2 7EN,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,60884,60884,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA1 1XN,ChargePlace Scotland,54,985.38,1,93.10%,Public
24-Dec,60883,60883,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA1 1XN,ChargePlace Scotland,47,1152.01,3,94.30%,Public
24-Dec,60882,60882,"ChargePlace Scotland, Renfrewshire Council",Renfrewshire,PA1 1XN,ChargePlace Scotland,159,3938.37,1,89.00%,Public
24-Dec,61223,61223,"Falkirk Council, ChargePlace Scotland",Falkirk,FK2 7EN,ChargePlace Scotland,2,60.79,0,100.00%,Public
24-Dec,61222,61222,"Falkirk Council, ChargePlace Scotland",Falkirk,FK2 7EN,ChargePlace Scotland,2,20.72,0,100.00%,Public
24-Dec,61221,61221,"Falkirk Council, ChargePlace Scotland",Falkirk,FK2 7EN,ChargePlace Scotland,12,235.16,0,100.00%,Public
24-Dec,61220,61220,"Falkirk Council, ChargePlace Scotland",Falkirk,FK2 7EN,ChargePlace Scotland,1,1.83,0,100.00%,Public
24-Dec,61219,61219,"Falkirk Council, ChargePlace Scotland",Falkirk,FK2 7EN,ChargePlace Scotland,1,35.94,0,100.00%,Public
24-Dec,61218,61218,"Falkirk Council, ChargePlace Scotland",Falkirk,FK2 7EN,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61217,61217,"Falkirk Council, ChargePlace Scotland",Falkirk,FK2 7EN,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61216,61216,"Falkirk Council, ChargePlace Scotland",Falkirk,FK2 7EN,ChargePlace Scotland,3,49.45,0,100.00%,Public
24-Dec,61562,61562,"ChargePlace Scotland, Diageo Scotland Ltd",Stirling Council,PA46 7RL,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61561,61561,"ChargePlace Scotland, Stirling Council",Stirling Council,FK8 3DW,ChargePlace Scotland,49,1474.1,0,100.00%,Public
24-Dec,61206,61206,"NHS TSH Car Parks, ChargePlace Scotland",South Lanarkshire,M11 8RP,ChargePlace Scotland,13,461.96,0,100.00%,Public
24-Dec,61205,61205,"NHS TSH Car Parks, ChargePlace Scotland",South Lanarkshire,M11 8RP,ChargePlace Scotland,1,10.63,0,100.00%,Public
24-Dec,61214,61214,"ChargePlace Scotland, Fife Council",Fife,KY8 3LF,ChargePlace Scotland,17,653.35,0,100.00%,Public
24-Dec,61202,61202,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK10 1NL,ChargePlace Scotland,28,926.1,0,100.00%,Public
24-Dec,61201,61201,"ChargePlace Scotland, Clackmannanshire Council",Clackmannanshire,FK10 3JF,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,ESTG_01644,53668,"ChargePlace Scotland, Midlothian Council",Midlothian,EH20 9DR,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,53666,53666,"ChargePlace Scotland, Midlothian Council",Midlothian,EH26 8DQ,ChargePlace Scotland,59,1622.04,0,100.00%,Public
24-Dec,53665,53665,"ChargePlace Scotland, Midlothian Council",Midlothian,EH26 8DF,ChargePlace Scotland,59,1602.31,0,100.00%,Public
24-Dec,60384,60384,"ChargePlace Scotland, NatureScot Public",Aberdeenshire,DD10 0AQ,ChargePlace Scotland,0,0,1,100.00%,Public
24-Dec,WGM_0006,61293,"ChargePlace Scotland, SSE PLC",Perth and Kinross,PH16 5AP,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,WGM_0001,61292,"ChargePlace Scotland, SSE PLC",Perth and Kinross,PH16 5BF,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,60087,60087,"ChargePlace Scotland, NHS Dumfries & Galloway",Dumfries and Galloway,DG13 0JY,ChargePlace Scotland,10,109.84,0,100.00%,Public
24-Dec,60400,60400,"ChargePlace Scotland, Aberdeenshire Council",Aberdeenshire,AB41 9AE,ChargePlace Scotland,128,3371.11,7,94.80%,Public
24-Dec,60083,60083,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA1 1JB,ChargePlace Scotland,131,1851.67,0,100.00%,Private
24-Dec,60086,60086,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA6 5BH,ChargePlace Scotland,38,1207.79,0,100.00%,Private
24-Dec,60082,60082,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA19 8HY,ChargePlace Scotland,4,53.45,0,100.00%,Private
24-Dec,60081,60081,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA19 7AE,ChargePlace Scotland,58,1648.31,3,100.00%,Public
24-Dec,APT60399,60399,"ChargePlace Scotland, Hi-Trans, THE HIGHLAND COUNCIL",Highland,IV7 8JH,ChargePlace Scotland,47,583.32,0,100.00%,Public
24-Dec,61191,61191,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,11,112.92,0,100.00%,Public
24-Dec,61190,61190,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,7,78.86,0,100.00%,Public
24-Dec,61189,61189,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,1,10.18,0,100.00%,Public
24-Dec,61188,61188,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,7,60.24,0,100.00%,Public
24-Dec,61187,61187,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,9,155.51,2,100.00%,Public
24-Dec,61186,61186,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,15,265.71,0,100.00%,Public
24-Dec,61185,61185,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,15,302.4,0,100.00%,Public
24-Dec,61184,61184,"ChargePlace Scotland, Perth & Kinross Council",Perth and Kinross,PH2 0PX,ChargePlace Scotland,5,47.99,0,100.00%,Public
24-Dec,61285,61285,"North Ayrshire Council, ChargePlace Scotland",North Ayrshire,KA20 3JL,ChargePlace Scotland,3,36.13,0,100.00%,Public
24-Dec,UC25139,61443,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL, BP - ChargePlace Scotland",City of Edinburgh,EH28 8LS,ChargePlace Scotland,63,1035.79,0,93.60%,Public
24-Dec,61032,61032,"ChargePlace Scotland, West Lothian Council",West Lothian,EH52 6FY,ChargePlace Scotland,82,1652.53,0,96.50%,Public
24-Dec,61035,61035,"ChargePlace Scotland, West Lothian Council",West Lothian,EH52 6FY,ChargePlace Scotland,5,180.59,0,100.00%,Public
24-Dec,12941,61284,"ChargePlace Scotland, Scottish Borders Council, BP - ChargePlace Scotland",Scottish Borders,EH45 8FB,ChargePlace Scotland,128,1731.37,0,100.00%,Public
24-Dec,60397,60397,"ChargePlace Scotland, Falkirk Council",Falkirk,FK3 9JS,ChargePlace Scotland,140,3445.95,1,92.90%,Public
24-Dec,60398,60398,"ChargePlace Scotland, Falkirk Council",Falkirk,FK3 9JS,ChargePlace Scotland,18,507.88,0,100.00%,Public
24-Dec,61177,61177,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 2JX,ChargePlace Scotland,15,286.42,0,100.00%,Public
24-Dec,61176,61176,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 2JX,ChargePlace Scotland,7,46.06,0,100.00%,Public
24-Dec,61174,61174,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 2JX,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61173,61173,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 2JX,ChargePlace Scotland,7,125.19,0,100.00%,Public
24-Dec,61172,61172,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 2JX,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61171,61171,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 2JX,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61170,61170,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 2JX,ChargePlace Scotland,24,215.28,0,100.00%,Public
24-Dec,61169,61169,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG1 2JX,ChargePlace Scotland,18,276.13,0,100.00%,Public
24-Dec,61596,61596,"ChargePlace Scotland, Stirling Council",Stirling,,ChargePlace Scotland,9,147.39,0,100.00%,Public
24-Dec,61166,61166,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 3UX,ChargePlace Scotland,11,143.69,0,100.00%,Private
24-Dec,61165,61165,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 3UX,ChargePlace Scotland,1,6.2,0,100.00%,Private
24-Dec,52717,52717,"ChargePlace Scotland, National Trust Scotland",Highland,IV2 5EU,ChargePlace Scotland,60,1453.85,0,100.00%,Public
24-Dec,60505,60505,"ChargePlace Scotland, East Lothian Council",East Lothian,EH39 4QS,ChargePlace Scotland,48,1663.46,0,100.00%,Public
24-Dec,60504,60504,"ChargePlace Scotland, East Lothian Council",East Lothian,EH39 4QS,ChargePlace Scotland,44,1428.29,1,100.00%,Public
24-Dec,61288,61288,"Wheatley Group, ChargePlace Scotland",Glasgow City,G81 1DZ,ChargePlace Scotland,1,28.73,0,100.00%,Public
24-Dec,61287,61287,"Wheatley Group, ChargePlace Scotland",Glasgow City,G81 1DZ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61286,61286,"ChargePlace Scotland, Wheatley Group",Glasgow City,G81 1DZ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,61139,61139,"DUMFRIES & GALLOWAY COUNCIL, ChargePlace Scotland",Dumfries and Galloway,DG8 7JQ,ChargePlace Scotland,3,109.15,1,100.00%,Public
24-Dec,61138,61138,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG8 7JQ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,53226,53226,"ChargePlace Scotland, Stirling Council",Stirling,FK7 8DS,ChargePlace Scotland,32,812.22,0,99.90%,Public
24-Dec,61164,61164,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 3RF,ChargePlace Scotland,4,141.66,0,100.00%,Public
24-Dec,61163,61163,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 3RF,ChargePlace Scotland,17,437.48,0,100.00%,Public
24-Dec,61162,61162,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG7 3RF,ChargePlace Scotland,7,189.29,0,100.00%,Public
24-Dec,61137,61137,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG10 9HB,ChargePlace Scotland,14,257.47,1,100.00%,Public
24-Dec,61136,61136,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG10 9HB,ChargePlace Scotland,25,387.76,2,100.00%,Public
24-Dec,61135,61135,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG10 9HB,ChargePlace Scotland,20,331.94,0,100.00%,Public
24-Dec,61134,61134,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG10 9HB,ChargePlace Scotland,28,587.28,0,100.00%,Public
24-Dec,61133,61133,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG11 2BJ,ChargePlace Scotland,11,227.84,0,100.00%,Public
24-Dec,61131,61131,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG11 2BJ,ChargePlace Scotland,21,566.5,0,100.00%,Public
24-Dec,61130,61130,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG11 2BJ,ChargePlace Scotland,5,68.06,0,100.00%,Public
24-Dec,61129,61129,"ChargePlace Scotland, DUMFRIES & GALLOWAY COUNCIL",Dumfries and Galloway,DG11 2BJ,ChargePlace Scotland,2,52.18,0,100.00%,Public
24-Dec,60353,60353,"ChargePlace Scotland, THE HIGHLAND COUNCIL",Highland,IV22 2EG,ChargePlace Scotland,36,736.88,1,99.00%,Public
24-Dec,60878,60878,"ChargePlace Scotland, Wheatley Group",City of Edinburgh,EH3 8AH,ChargePlace Scotland,12,231.59,0,100.00%,Public
24-Dec,60693,60693,"ChargePlace Scotland, Dundee City Council",Dundee City,DD4 9BX,ChargePlace Scotland,8,60.73,0,100.00%,Public
