Month,Com-ID,Display_ID,Owner,Local_authority_area,Postcode,Domain,Number_of_sessions,Power_drawn_kWh,Number_of_faults,Uptime,Display_category
24-Dec,52691,52691,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9EE,ChargePlace Scotland,16,296.77,0,100.00%,Public
24-Dec,52690,52690,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9EE,ChargePlace Scotland,9,162.12,0,100.00%,Public
24-Dec,52689,52689,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 9EE,ChargePlace Scotland,6,117.63,0,100.00%,Public
24-Dec,APT51018,51018,"ChargePlace Scotland, Falkirk Council",Falkirk,FK3 8AB,ChargePlace Scotland,2,21.47,0,100.00%,Public
24-Dec,53964,53964,"ChargePlace Scotland, NHS Forth Valley",Falkirk,FK1 5SU,ChargePlace Scotland,18,342.79,0,100.00%,Public
24-Dec,52050,52050,"ChargePlace Scotland, Falkirk Council",Falkirk,FK1 1HU,ChargePlace Scotland,3,68.22,1,100.00%,Public
24-Dec,52061,52061,"ChargePlace Scotland, Falkirk Council",Falkirk,FK1 4HJ,ChargePlace Scotland,21,296.36,3,100.00%,Public
24-Dec,53111,53111,"ChargePlace Scotland, Falkirk Council",Falkirk,FK1 1HU,ChargePlace Scotland,20,724.89,0,100.00%,Public
24-Dec,54292,54292,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 7RG,ChargePlace Scotland,28,306.78,0,100.00%,Public
24-Dec,53637,53637,"ChargePlace Scotland, Falkirk Council",Falkirk,FK2 0LQ,ChargePlace Scotland,53,1916.71,1,96.60%,Public
24-Dec,54290,54290,"ChargePlace Scotland, Falkirk Council",Falkirk,FK5 4AW,ChargePlace Scotland,20,506.38,1,100.00%,Public
24-Dec,APT51017,51017,"ChargePlace Scotland, Falkirk Council",Falkirk,FK6 5DX,ChargePlace Scotland,10,346.74,0,100.00%,Public
24-Dec,2757,51100,"ChargePlace Scotland, Falkirk Council, BP - ChargePlace Scotland",Falkirk,FK5 4AN,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,11265,53039,"ChargePlace Scotland, Fairfield Community Sports Hub, BP - ChargePlace Scotland",Dundee City,DD4 0JX,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,APT50604,50604,"ChargePlace Scotland, HMRC",South Lanarkshire,G74 5PB,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,APT50603,50603,"ChargePlace Scotland, Eureka Solutions (Scotland) Ltd, HMRC",South Lanarkshire,G74 5PB,ChargePlace Scotland,30,1098.76,1,100.00%,Public
24-Dec,APT50605,50605,"ChargePlace Scotland, Eureka Solutions (Scotland) Ltd, HMRC",South Lanarkshire,G74 5PB,ChargePlace Scotland,17,563.82,0,100.00%,Public
24-Dec,APT51267,51267,"ChargePlace Scotland, Eskmills",East Lothian,EH21 7PB,ChargePlace Scotland,47,984.5,0,100.00%,Public
24-Dec,APT51169,51169,"ChargePlace Scotland, Energy Agency",South Ayrshire,KA6 5HW,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,53233,53233,"ChargePlace Scotland, Elecar Ltd",Highland,PH33 6QG,ChargePlace Scotland,5,50.06,0,100.00%,Public
24-Dec,51887,51887,"ChargePlace Scotland, Eildon Housing Association Ltd",Scottish Borders,TD7 5EB,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,51886,51886,"ChargePlace Scotland, Eildon Housing Association Ltd",Scottish Borders,TD7 5EB,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,13645,53174,"ChargePlace Scotland, Clydebuilt Crown Street Jersey Property Unit Trust, BP - ChargePlace Scotland",Glasgow City,G5 0TG,ChargePlace Scotland,37,309.02,1,100.00%,Public
24-Dec,13647,53176,"ChargePlace Scotland, Clydebuilt Crown Street Jersey Property Unit Trust, BP - ChargePlace Scotland",Glasgow City,G5 0TG,ChargePlace Scotland,42,411.94,0,100.00%,Public
24-Dec,13643,53172,"ChargePlace Scotland, Clydebuilt Crown Street Jersey Property Unit Trust, BP - ChargePlace Scotland",Glasgow City,G5 0TG,ChargePlace Scotland,37,370.11,3,100.00%,Public
24-Dec,13646,53175,"ChargePlace Scotland, Clydebuilt Crown Street Jersey Property Unit Trust, BP - ChargePlace Scotland",Glasgow City,G5 0TG,ChargePlace Scotland,15,151.69,0,100.00%,Public
24-Dec,13644,53173,"ChargePlace Scotland, Clydebuilt Crown Street Jersey Property Unit Trust, BP - ChargePlace Scotland",Glasgow City,G5 0TG,ChargePlace Scotland,39,368.75,0,100.00%,Public
24-Dec,EFA50974,50974,"ChargePlace Scotland, Edinburgh Marriott Hotel",City of Edinburgh,EH12 8NF,ChargePlace Scotland,0,0,1,100.00%,Public
24-Dec,APT51552,51552,"ChargePlace Scotland, Drumbrae Leisure Centre, Edinburgh Leisure",City of Edinburgh,EH4 7SF,ChargePlace Scotland,276,6593.55,2,90.40%,Public
24-Dec,51514,51514,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH11 4HD,ChargePlace Scotland,104,1600.81,2,95.40%,Public
24-Dec,50939,50939,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH14 4AT,ChargePlace Scotland,75,1652.12,1,86.30%,Public
24-Dec,50940,50940,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH20 9NP,ChargePlace Scotland,155,2938.44,1,94.10%,Public
24-Dec,APT50938,50938,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH4 5EG,ChargePlace Scotland,31,699.81,0,100.00%,Public
24-Dec,APT50937,50937,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH14 3JF,ChargePlace Scotland,20,346,0,100.00%,Public
24-Dec,APT50345,50345,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH4 4DP,ChargePlace Scotland,44,744.7,0,96.60%,Public
24-Dec,APT50344,50344,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH17 8QF,ChargePlace Scotland,68,1533.94,0,100.00%,Public
24-Dec,50935,50935,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH28 8LS,ChargePlace Scotland,30,785.33,0,100.00%,Public
24-Dec,APT50936,50936,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH28 8LS,ChargePlace Scotland,28,705.08,0,100.00%,Public
24-Dec,51352,51352,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH4 7ES,ChargePlace Scotland,18,156.79,0,99.90%,Public
24-Dec,51664,51664,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH7 6JE,ChargePlace Scotland,3,73.19,0,100.00%,Public
24-Dec,51363,51363,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH20 9NP,ChargePlace Scotland,9,133.14,1,87.80%,Public
24-Dec,APT50742,50742,"ChargePlace Scotland, THE CITY OF EDINBURGH COUNCIL",City of Edinburgh,EH11 4HD,ChargePlace Scotland,40,715.48,0,100.00%,Public
24-Dec,50324,50324,"ChargePlace Scotland, Edinburgh College",City of Edinburgh,EH11 4DE,ChargePlace Scotland,12,74.13,0,100.00%,Public
24-Dec,APTCYCPIP-0065-13,50325,"ChargePlace Scotland, Edinburgh College",City of Edinburgh,EH5 1QE,ChargePlace Scotland,5,50.78,0,100.00%,Public
24-Dec,50329,50329,"ChargePlace Scotland, Edinburgh College",Midlothian,EH22 3FR,ChargePlace Scotland,23,384.65,1,100.00%,Private
24-Dec,50328,50328,"ChargePlace Scotland, Edinburgh College",City of Edinburgh,EH22 3FR,ChargePlace Scotland,16,155.91,0,100.00%,Public
24-Dec,50330,50330,"ChargePlace Scotland, Edinburgh College",City of Edinburgh,EH15 2PP,ChargePlace Scotland,50,959.6,3,100.00%,Public
24-Dec,APTCYCPIP-0062-13,50322,"ChargePlace Scotland, Edinburgh College",City of Edinburgh,EH15 2PP,ChargePlace Scotland,28,353.11,0,100.00%,Public
24-Dec,APTCYCPIP-0054-13,50287,"ChargePlace Scotland, New College Lanarkshire",North Lanarkshire,ML1 2TX,ChargePlace Scotland,11,3.74,2,100.00%,Public
24-Dec,APTCYCPIP-0055-13,50288,"ChargePlace Scotland, New College Lanarkshire",North Lanarkshire,ML1 2TX,ChargePlace Scotland,21,420.34,1,100.00%,Public
24-Dec,13443,53343,"ChargePlace Scotland, Root One West Ltd, BP - ChargePlace Scotland",Stirling,G63 9AX,ChargePlace Scotland,2,21.9,0,100.00%,Public
24-Dec,3183,51098,"ChargePlace Scotland, East Renfrewshire Council, BP - ChargePlace Scotland",East Renfrewshire,G76 8DY,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,10210,50607,"ChargePlace Scotland, East Renfrewshire Council, BP - ChargePlace Scotland",East Renfrewshire,G46 6AT,ChargePlace Scotland,123,3145.25,5,100.00%,Public
24-Dec,3180,51096,"ChargePlace Scotland, East Renfrewshire Council, BP - ChargePlace Scotland",East Renfrewshire,G46 9UG,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,3181,51099,"ChargePlace Scotland, East Renfrewshire Council, BP - ChargePlace Scotland",East Renfrewshire,G78 1SW,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,4002,50606,"ChargePlace Scotland, East Renfrewshire Council, BP - ChargePlace Scotland",East Renfrewshire,G76 0AY,ChargePlace Scotland,110,639.84,1,100.00%,Public
24-Dec,51738,51738,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8PB,ChargePlace Scotland,17,242.98,1,99.50%,Public
24-Dec,51732,51732,"ChargePlace Scotland, East Lothian Council",East Lothian,EH33 1JB,ChargePlace Scotland,132,2972,0,93.80%,Public
24-Dec,51583,51583,"ChargePlace Scotland, East Lothian Council",East Lothian,EH32 9QW,ChargePlace Scotland,92,1217.34,2,97.40%,Public
24-Dec,52991,52991,"ChargePlace Scotland, East Lothian Council",East Lothian,EH31 2AQ,ChargePlace Scotland,117,2477.68,1,97.60%,Public
24-Dec,51731,51731,"ChargePlace Scotland, East Lothian Council",East Lothian,EH42 1JL,ChargePlace Scotland,43,891.39,2,98.90%,Public
24-Dec,51515,51515,"ChargePlace Scotland, East Lothian Council",East Lothian,EH32 0BQ,ChargePlace Scotland,58,1121.66,1,97.40%,Public
24-Dec,51735,51735,"ChargePlace Scotland, East Lothian Council",East Lothian,EH32 9ER,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,51580,51580,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 7AS,ChargePlace Scotland,113,1996.07,1,96.40%,Public
24-Dec,51733,51733,"ChargePlace Scotland, East Lothian Council",East Lothian,EH32 9ER,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,52461,52461,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,64,1335.66,0,98.20%,Public
24-Dec,APT51608,51608,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,14,487.08,0,100.00%,Public
24-Dec,52724,52724,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,8,200.79,1,100.00%,Public
24-Dec,51730,51730,"ChargePlace Scotland, East Lothian Council",East Lothian,EH42 1JL,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,APT51607,51607,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,7,149.96,0,100.00%,Public
24-Dec,APT51603,51603,"ChargePlace Scotland, East Lothian Council",East Lothian,EH40 3DP,ChargePlace Scotland,15,435.13,0,100.00%,Public
24-Dec,52458,52458,"ChargePlace Scotland, East Lothian Council",East Lothian,EH32 9QJ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,52885,52885,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,7,234.46,0,100.00%,Public
24-Dec,52884,52884,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,3,74.46,0,100.00%,Public
24-Dec,52890,52890,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,19,527.56,1,100.00%,Public
24-Dec,52883,52883,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,15,275.33,0,100.00%,Public
24-Dec,52889,52889,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,16,527.21,0,98.40%,Public
24-Dec,54198,54198,"ChargePlace Scotland, East Lothian Council",East Lothian,EH32 0LD,ChargePlace Scotland,18,324.69,1,74.40%,Public
24-Dec,52899,52899,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,1,26.85,0,100.00%,Public
24-Dec,52888,52888,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,2,40.81,0,100.00%,Public
24-Dec,52887,52887,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,1,11.42,0,100.00%,Public
24-Dec,52886,52886,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,7,235.09,1,99.00%,Public
24-Dec,52891,52891,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 8BU,ChargePlace Scotland,31,1031.57,0,100.00%,Public
24-Dec,52992,52992,"ChargePlace Scotland, East Lothian Council",East Lothian,EH32 0LD,ChargePlace Scotland,44,1030.93,0,98.60%,Public
24-Dec,52438,52438,"ChargePlace Scotland, East Lothian Council",East Lothian,EH41 3HA,ChargePlace Scotland,103,1688.51,0,60.20%,Public
24-Dec,54048,54048,"ChargePlace Scotland, East Lothian Council",East Lothian,EH42 1JL,ChargePlace Scotland,73,1889.51,0,86.90%,Public
24-Dec,52439,52439,"ChargePlace Scotland, East Lothian Council",East Lothian,EH41 3HA,ChargePlace Scotland,90,1869.34,3,93.60%,Public
24-Dec,54047,54047,"ChargePlace Scotland, East Lothian Council",East Lothian,EH40 3DP,ChargePlace Scotland,101,1884.66,0,96.40%,Public
24-Dec,54045,54045,"ChargePlace Scotland, East Lothian Council",East Lothian,EH21 7DB,ChargePlace Scotland,90,2555.72,2,80.60%,Public
24-Dec,14756,61079,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G61 3SH,ChargePlace Scotland,119,1866.87,0,100.00%,Public
24-Dec,4792,50235,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G66 5BG,ChargePlace Scotland,70,2172.18,1,100.00%,Public
24-Dec,4793,50233,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G62 8PB,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,12187,52171,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G62 7LN,ChargePlace Scotland,53,1621.92,0,100.00%,Public
24-Dec,12185,52367,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G66 1QA,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,12183,52728,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G64 3HD,ChargePlace Scotland,24,664.58,0,100.00%,Public
24-Dec,12181,52170,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G64 1NE,ChargePlace Scotland,83,2165.93,1,100.00%,Public
24-Dec,12184,52368,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G65 8BQ,ChargePlace Scotland,70,1836.56,1,100.00%,Public
24-Dec,12189,52370,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G65 9TA,ChargePlace Scotland,46,960.27,1,100.00%,Public
24-Dec,12188,52729,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G64 3HD,ChargePlace Scotland,86,1341.7,1,100.00%,Public
24-Dec,12191,52434,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G66 1XQ,ChargePlace Scotland,113,3048.04,2,100.00%,Public
24-Dec,12186,52169,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G66 7JJ,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,12182,52366,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G64 4EH,ChargePlace Scotland,16,392.72,0,100.00%,Public
24-Dec,12190,52433,"ChargePlace Scotland, East Dunbartonshire Council, BP - ChargePlace Scotland",East Dunbartonshire,G66 1XQ,ChargePlace Scotland,115,0,2,100.00%,Public
24-Dec,2804,50762,"ChargePlace Scotland, East Coast Viners Grain Limited, BP - ChargePlace Scotland",Aberdeenshire,AB39 3UH,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,52019,52019,"ChargePlace Scotland, Ayrshire Roads Alliance",South Ayrshire,KA26 0NH,ChargePlace Scotland,58,1180.33,1,98.60%,Public
24-Dec,53555,53555,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA9 1SX,ChargePlace Scotland,196,6221.24,8,89.00%,Public
24-Dec,52018,52018,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA18 1DP,ChargePlace Scotland,155,4590.44,4,73.00%,Public
24-Dec,52025,52025,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA1 1RJ,ChargePlace Scotland,294,9368.6,5,78.00%,Public
24-Dec,52042,52042,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA5 5BE,ChargePlace Scotland,224,5769.56,1,91.30%,Public
24-Dec,52017,52017,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA18 1DW,ChargePlace Scotland,141,4178.06,2,92.60%,Public
24-Dec,52975,52975,"Ayrshire Roads Alliance, ChargePlace Scotland, East Ayrshire Council",South Ayrshire,KA7 3BA,ChargePlace Scotland,317,8087.31,20,86.00%,Public
24-Dec,51170,51170,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA6 7QL,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,52969,52969,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA3 1XB,ChargePlace Scotland,90,2667.09,9,100.00%,Public
24-Dec,52033,52033,"ChargePlace Scotland, Ayrshire Roads Alliance",South Ayrshire,KA26 9AJ,ChargePlace Scotland,37,1227.88,4,100.00%,Public
24-Dec,52038,52038,"ChargePlace Scotland, Ayrshire Roads Alliance",East Ayrshire,KA26 9NR,ChargePlace Scotland,14,471.38,0,100.00%,Public
24-Dec,52034,52034,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA18 1JS,ChargePlace Scotland,34,1079.62,1,100.00%,Public
24-Dec,52029,52029,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA7 4BN,ChargePlace Scotland,53,1762.83,2,100.00%,Public
24-Dec,52965,52965,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA1 2QF,ChargePlace Scotland,64,2139.75,3,100.00%,Public
24-Dec,52972,52972,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA5 6RF,ChargePlace Scotland,63,2148.19,8,99.60%,Public
24-Dec,APT51210,51210,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA6 7NA,ChargePlace Scotland,0,0,1,100.00%,Public
24-Dec,51233,51233,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA3 7BU,ChargePlace Scotland,72,2690.77,2,100.00%,Public
24-Dec,52967,52967,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA6 7SH,ChargePlace Scotland,35,877.7,1,99.70%,Public
24-Dec,52037,52037,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA3 7BU,ChargePlace Scotland,30,844.46,0,56.50%,Public
24-Dec,52032,52032,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA7 1UW,ChargePlace Scotland,12,380.13,0,100.00%,Public
24-Dec,52970,52970,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA3 2RQ,ChargePlace Scotland,42,989.28,0,97.40%,Public
24-Dec,52035,52035,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA3 7BU,ChargePlace Scotland,44,1095.22,2,100.00%,Public
24-Dec,52026,52026,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA1 1RJ,ChargePlace Scotland,25,491.01,0,100.00%,Public
24-Dec,52031,52031,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA7 1UW,ChargePlace Scotland,21,451.29,1,100.00%,Public
24-Dec,APT51171,51171,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA1 3DB,ChargePlace Scotland,0,0,0,100.00%,Public
24-Dec,52971,52971,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA3 2RQ,ChargePlace Scotland,34,915.14,0,92.10%,Public
24-Dec,52966,52966,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA6 7SH,ChargePlace Scotland,37,1309.01,0,100.00%,Public
24-Dec,51793,51793,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA7 3BA,ChargePlace Scotland,41,830.85,3,100.00%,Public
24-Dec,52968,52968,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA6 7SH,ChargePlace Scotland,28,496.86,1,100.00%,Public
24-Dec,52955,52955,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA3 1NQ,ChargePlace Scotland,36,701.91,3,100.00%,Public
24-Dec,52953,52953,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",East Ayrshire,KA3 1NQ,ChargePlace Scotland,65,2067.13,1,100.00%,Public
24-Dec,52960,52960,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA9 1SX,ChargePlace Scotland,44,1067.46,0,99.90%,Public
24-Dec,52959,52959,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA9 1SX,ChargePlace Scotland,25,366.57,0,59.90%,Public
24-Dec,52961,52961,"ChargePlace Scotland, East Ayrshire Council, Ayrshire Roads Alliance",South Ayrshire,KA9 1SX,ChargePlace Scotland,44,1023.87,2,90.70%,Public
